Domain,Having_@_symbol,Having_IP,Path,Prefix_suffix_separation,Protocol,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,label,statistical_report,tiny_url,web_traffic
email.premiumx.my,0,0,/edr/GD/PI/,0,http,0,0,0,1,1,1,0,1,0,0,2
piewerks.com,0,0,/chinex/ogs/draft/,0,http,0,0,0,2,0,2,0,1,0,0,1
www.ieasysite.com,0,0,/sunshinezzz,0,http,0,0,0,2,0,2,0,0,0,0,2
novavidasamambaia.com.br,0,0,/admin/ckeditor/plugins/link/linkedin.com/,0,http,0,2,2,1,0,1,0,1,1,0,1
www.roadrecords.com,0,0,/clientlist.html,0,http,0,2,0,1,1,1,0,0,1,0,1
www.uvm.edu,0,0,/~catfs/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.tsimon.com,0,0,/freberg.htm,0,http,0,2,0,2,0,2,0,0,0,0,2
www.utahbirds.org,0,0,/birdsofutah/birdsl-r/plumbeousvireo.htm,0,http,0,2,2,0,0,1,0,0,0,0,2
www.quadrapromotions.com,0,0,/,0,http,0,0,0,2,0,1,0,0,0,0,1
fedex.com-0289.systems,0,0,/c020032173ca2ec8e69b523158bb67ee/,1,http,0,0,2,1,0,1,0,1,1,1,1
www.uvm.edu,0,0,/~aphio/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.internetcampaignmanagement.com,0,0,,0,http,0,0,0,1,1,1,0,0,1,1,1
www.ioam.org.cn,0,0,/plugins/system/AtendimentoCliente-98.890.332_/654fa6we54f6a4u6d5fi4fgu65o4fgh354d1f3ga2sd4fa8sdf7a9sdf.html,0,http,0,1,1,1,0,1,0,1,0,0,2
desertsportswear.com,0,0,/bankofamerica.com/b3bd4cd09ccfad2b4cc886674ed0f034/,0,http,0,0,1,0,0,1,0,1,0,0,1
jentopiacats.com,0,0,,0,http,0,0,0,1,1,1,0,0,1,0,1
ashimsolutions.com,0,0,/logchase_dpt/index.php,0,http,0,0,0,0,0,1,0,1,1,0,1
sjlearning.com.my,0,0,/assets/kcfinder/upload/no_user/files/xnowxoffnowxnowoffhd/Log/home/websc-login.php,0,http,0,2,1,1,1,1,0,1,0,0,2
lambabajunior.com,0,0,/gaz/Googledrt1/,0,http,0,0,0,1,1,1,0,1,1,0,1
www.himmikatz.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,0,1
i-house.se,0,0,/wp-trackback/en/,1,http,0,0,1,0,0,1,0,1,0,0,1
wwp-cartasi-titoari-portale-sicreuzza-2017.dynamic-dns.net,0,0,/gtwpage1e10/index-jsp.html,1,http,0,2,1,0,0,0,0,1,0,0,2
www.bridgewater.edu,0,0,/athletics,0,http,0,0,0,1,0,1,0,0,0,0,2
www.pursorder.esy.es,0,0,/purchase/req.php,0,http,0,1,0,1,1,1,0,1,1,0,1
pss.uvm.edu,0,0,/dept/hort_farm/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.averett.edu,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,2
animaldiversity.ummz.umich.edu,0,0,/site/accounts/information/nestor_notabilis.html,0,http,0,1,1,1,0,1,0,0,0,0,0
softnote.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
suspicous-payments-helping.com,0,0,/webapps/a6d92/websrc,1,https,0,0,2,1,1,1,0,1,1,0,1
www.vermontcynic.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.geocities.com,0,0,/can_it_be_sin/index_2.html,0,http,0,2,0,2,0,2,0,0,0,0,2
purchase-order.esy.es,0,0,/purchase/document.html,1,http,0,2,0,1,1,1,0,1,1,0,1
cart-si-titolari-20-17-efdgdf.dynamic-dns.net,0,0,/red1/,1,http,0,0,2,0,0,0,0,1,0,0,2
animaldiversity.ummz.umich.edu,0,0,/site/accounts/information/phoenicopterus_ruber.html,0,http,0,1,1,1,0,1,0,0,0,0,0
www.ringjohn.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
tinyurl.com,0,0,/lhzy2me,0,http,0,0,0,0,0,0,0,1,0,1,0
www.birdlife.org,0,0,/datazone/species/index.html,0,http,0,1,1,0,0,1,0,0,0,0,2
wrkinprog.com,0,0,/wp-admin/network/docs/a065df23d91e4a420483d210fd1689c7,0,http,0,0,2,2,0,2,0,1,0,0,1
oneworldorganisation.org,0,0,/plugins/minify/lib/Minify/doc/06f8d0ce7283668dee7379045197d3f9/,0,http,0,0,1,0,0,1,0,1,0,0,1
www.videomagicpro.net,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
www.uvm.edu,0,0,/~uvmppd/,0,http,0,0,0,1,0,1,0,0,0,0,0
pages-5503.hol.es,0,0,/facebook-security,1,http,0,0,0,1,1,1,0,1,1,0,1
www.uvm.edu,0,0,/~rlweb/ira/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.seo-websitepromotion.com,0,0,/,1,http,0,0,0,0,0,1,0,0,0,0,1
tinyurl.com,0,0,/mt87qw3,0,http,0,0,0,0,0,0,0,1,0,1,0
euromina.com.vn,0,0,/%20%20/home/pessoa-fisica.php,0,http,0,2,0,1,1,1,0,1,0,0,1
www.koalatv.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,2
www.neseabirds.com,0,0,/sheargreat.htm,0,http,0,2,0,2,0,0,0,0,0,0,2
xenangdaiduong.com.vn,0,0,/wp-config/Sign/,0,http,0,0,0,1,1,1,0,1,0,0,1
www.redchillimarketing.co.uk,0,0,,0,http,0,2,0,0,0,1,0,0,0,0,1
citydesignerweb.com,0,0,/mmm/rain.php,0,http,0,0,0,0,0,1,0,1,0,0,1
www.radaradt.com,0,0,/portal/libraries/gantry/images/iphone/js/zawd.php,0,http,0,2,2,0,0,1,0,1,0,1,1
www.floraprive.com,0,0,/zhi/Unibe.html,0,http,0,2,0,2,0,2,0,1,0,0,1
www.ranbury.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
149.56.144.216,0,1,/processa.php,0,http,0,1,0,1,1,1,0,1,0,0,1
fbscurerescekpoint23.esy.es,0,0,/recovery-chekpoint-login.html,0,http,0,2,2,1,1,1,0,1,1,0,1
www.cotton100.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,1
nzbirds.com,0,0,/birds/titi.html,0,http,0,0,0,0,0,0,0,0,0,0,2
www.avcc.ac.in,0,0,/fonts/1/wropboxp/login.html,0,http,0,1,0,1,0,1,0,1,0,0,2
ovbppst.pe.hu,0,0,/00987654565456765342345678uujujujjuj7654576890987654567890/,0,http,0,0,1,1,0,1,0,1,1,0,1
www.citadelchurchjax.com,0,0,/wp-admin/validateowa/owa/WebAdmin/Outlook%20Web%20App.htm,0,http,0,2,1,0,0,0,0,1,0,1,1
www.landiss.com,0,0,/woodpecker.htm,0,http,0,2,0,0,0,1,0,0,0,0,2
forfindquality.com,0,0,/Core/Foundation/Exception/li.php,0,http,0,0,2,0,0,1,0,1,0,0,1
freestyle.d934713.u-telcom.net,0,0,/Boa_Fud_2016/home/login.php,1,http,0,1,1,0,0,1,0,1,0,0,2
mskindia.net,0,0,/security/frontier/frontier.html,0,https,0,0,0,0,0,1,0,1,0,0,1
www.room214.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,2
paranavida.com.br,0,0,/fontz/logss/filewords/,0,http,0,0,0,1,0,1,0,1,0,0,1
www.mdesoft.com,0,0,/home_eng.htm,0,http,0,2,0,2,0,2,0,0,0,1,1
www.reo15.moe.go.th,0,0,/reo15/components/Signin.php,0,http,0,1,2,1,0,1,0,1,0,0,0
provoliprints.gr,0,0,/001/update.html,0,http,0,0,0,1,0,1,0,1,0,0,1
web.tiscali.it,0,0,/sv2001/,0,http,0,0,0,0,0,1,0,0,0,0,0
www.calendarmine.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.animehouse.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,0,1
www.uvm.edu,0,0,/~sigmaphi/home.htm,0,http,0,2,0,1,0,1,0,0,0,0,0
bit.ly,0,0,/2pD2nLt,0,http,0,0,0,1,0,1,0,1,0,1,0
www.stanford.edu,0,0,/group/stanfordbirds/text/essays/flamingo_feeding.html,0,http,0,2,1,1,0,1,0,0,0,0,0
www.softros-tools.com,0,0,/,1,http,0,0,0,2,0,2,0,0,0,0,1
radiocatolicalaconsentida.com,1,0,/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php,0,http,0,1,1,0,0,1,0,1,0,0,1
mobile-free.metulwx.com,0,0,/mobile/impaye/e413ea8afcc080a62afbbd4a53ae798f/,1,http,0,0,1,0,0,1,0,1,0,1,1
www.mbr-pwrc.usgs.gov,0,0,/id/framlst/i3970id.html,1,http,0,1,0,1,0,1,0,0,0,0,0
viewerpdf.com,0,0,/098876665/verification.php,0,http,0,0,1,0,0,1,0,1,0,0,1
www.geocities.com,0,0,/aetus_kane/reviews.html,0,http,0,2,0,2,0,2,0,0,0,0,2
www.penguins.cl,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,2
www.nnordson.com,0,0,/%7b%7d/781687308acaa5e461dab88736b39e34/,0,http,0,0,2,1,1,1,0,1,1,0,1
capsilab.com,0,0,/wp-admin/css/colors/midnight/adobepdf/error.html,0,http,0,0,2,0,0,1,0,1,0,0,1
www.registereverywhere.com,0,0,/,0,http,0,0,0,2,0,0,0,0,0,0,2
www.emba.uvm.edu,0,0,/~read/,0,http,0,2,0,1,0,1,0,0,0,0,0
amethystia.com,0,0,/T/Y1.html,0,http,0,0,0,0,0,0,0,1,0,0,1
check-your-acct2017.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1
www.cyberonic.net,0,0,/~atrain/comedy/freberg.htm,0,http,0,2,0,0,0,0,0,0,0,0,1
hissoulreason.com,0,0,/js/homepage/home/,0,http,0,0,0,0,0,1,0,1,0,0,1
www.geocities.com,0,0,/paisleypaws/,0,http,0,0,0,2,0,2,0,0,0,0,2
www.emba.uvm.edu,0,0,/~asce/,0,http,0,2,0,1,0,1,0,0,0,0,0
www.geocities.com,0,0,/hollywood/lot/2636/voiceacting/,0,http,0,0,2,2,0,2,0,0,0,0,2
supremehosting.co.nz,0,0,/client/ioncube/Update/paypal/login.php,0,https,0,2,1,1,0,1,0,1,0,0,1
omahcorp.co.id,0,0,/dx/012962f7ce4c0854415e6bd264535560/,0,http,0,0,2,1,1,1,0,1,1,0,1
www.edleigh.co.za,0,0,/wp-admin/css/colors/coffee/cas.html,0,http,0,1,2,1,0,1,0,1,0,0,1
pursorder.esy.es,1,0,/purchase/,0,http,0,2,2,1,1,1,0,1,1,0,1
www.herbertundschnipsi.de,0,0,/fgts/indisponivel.php,0,http,0,2,2,1,0,1,0,1,0,0,1
www.facebooknotsz.gq,0,0,/f4/,0,http,0,0,0,1,1,1,0,1,1,0,1
www.himeyashop.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.uvm.edu,0,0,/uvmtoday/community.html,0,http,0,2,0,1,0,1,0,0,0,0,0
www.angelfire.com,0,0,/ms/brikalacy/,0,http,0,0,0,0,0,0,0,0,0,0,0
www.geocities.com,0,0,/timessquare/arcade/7810/p_hgames.htm,0,http,0,2,2,2,0,2,0,0,0,0,2
town-el.com,0,0,/images/metalware/xkzero/docusign.com/ldcs/index.php,1,http,0,2,2,1,1,1,0,1,1,0,1
alpa.co.za,0,0,/modules/mod_feed/pay/index.html,0,http,0,2,0,1,0,1,0,1,0,0,2
www.falklandsconservation.com,0,0,/wildlife/albatross/black-browed-albatross.html,0,http,0,2,1,0,0,1,0,0,0,0,2
www.uvminnovations.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,1
olcmeapp.com,0,0,/mko/image.htm,0,https,0,0,0,0,0,1,0,1,0,0,1
ibc.hbw.com,0,0,/ibc/phtml/familia.phtml,0,http,0,2,2,0,0,0,0,0,0,0,2
caixa.extratofgtsliberados2017.com,0,0,/consulta8647454/principal.php,0,http,0,2,2,0,0,1,0,1,1,0,1
www.radaradt.com,0,0,/portal/libraries/gantry/facets/menu/themes/touch/esp//mxea.php,0,http,1,2,1,0,0,1,0,1,0,1,1
freestyle.d934713.u-telcom.net,0,0,/Boa_Fud_2016/home/login.php,1,http,0,1,1,0,0,1,0,1,0,0,2
bem.undip.ac.id,0,0,/zpo/1/index.htm,0,http,0,1,0,2,0,2,0,1,0,0,0
murraylorri145.000webhostapp.com,0,0,/linkedsneed in page (1)/linkedsneed in page/index.html,0,https,0,2,1,0,0,0,0,1,0,0,0
ulrickfdghj123456.com,0,0,/kffjdjsk/Validation/,0,http,0,0,0,1,1,1,0,1,1,0,1
pixelnam.net,0,0,/skonsko/BDBBB4/BDBBB/BDBBB/dpbx/index.php,0,http,0,0,2,0,1,1,0,1,1,0,1
laghaimrevolution.com,0,0,/sign-on/yahoo/Y1.html,0,http,0,0,0,0,0,1,0,1,0,0,1
www.sitesolutions.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,2
paypal.gb-ppsweb.com,0,0,/sd/,1,http,0,0,0,1,1,1,0,1,1,0,1
www.reidtechnologies.ca,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.shoujoai.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
backup.din-14675.de,0,0,/tmp/s.png/,1,http,0,2,2,1,0,1,0,1,0,0,2
www.uvm.edu,0,0,/~tridelt/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.reelized.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
atualizar-cadastro.com,0,0,/-bb/,1,https,0,0,0,0,0,1,0,1,0,0,1
fb-safetyhelp.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
77.194.54.247,0,1,/wordpress/online.hmrc.gov.uk/index.php,0,http,0,1,2,1,1,1,0,1,0,0,1
www.uvm.edu,0,0,/~ofabweb/,0,http,0,0,0,1,0,1,0,0,0,0,0
extratoinativo.com,0,0,/inativos/,0,http,0,0,0,0,0,1,0,1,1,0,1
animals.about.com,0,0,/od/birds/p/greaterflamingo.htm,0,http,0,2,2,2,0,2,0,0,0,1,0
www.uvm.edu,0,0,/~wrtngctr/,0,http,0,0,0,1,0,1,0,0,0,0,0
caixa.suportedeconsultafgtsliberado.com,0,0,/,0,http,0,0,0,0,0,1,0,1,1,0,1
danoday.com,0,0,/summit.shtml,0,http,0,0,0,2,0,1,0,0,0,0,2
nanotechnopolis.com,0,0,/viewdocs/a09cfd617135eb9c20d0bb6fd6cdd9c9/,0,http,0,0,2,0,0,1,0,1,0,0,1
www.falklandsconservation.com,0,0,/wildlife/albatross/white-chinned-petrel.html,0,http,0,2,1,0,0,1,0,0,0,0,2
www.geocities.com,0,0,/tokyo/courtyard/9155/carosmen.htm,0,http,0,2,2,2,0,2,0,0,0,0,2
www.emba.uvm.edu,0,0,/~archdeac/,0,http,0,2,0,1,0,1,0,0,0,0,0
sistemaconsultainativos.com,0,0,/web/inter/,0,http,0,0,0,0,0,1,0,1,1,0,1
whatsmyhomesvalue.us,0,0,/DocuSign/Secured/healthgov/,0,http,0,0,2,0,0,0,0,1,0,0,1
www.uvm.edu,0,0,/~lgbtqa/,0,http,0,0,0,1,0,1,0,0,0,0,0
suspended-fb.hol.es,0,0,/logins.php,1,http,0,2,0,1,1,1,0,1,1,0,1
castleglen.homestead.com,0,0,/intro.html,0,http,0,2,0,0,0,0,0,0,0,0,1
zovermedical.com.sa,0,0,/worthie/aptgd/,0,http,0,0,0,1,0,1,0,1,0,0,1
en.wikipedia.org,0,0,/wiki/estrildid_finch,0,http,0,0,0,2,0,2,0,0,0,0,0
bit.ly,0,0,/2qpbHFX,0,http,0,0,0,1,0,1,0,1,0,1,0
genetic_mishap.tripod.com,0,0,/landofthreenamedpeople/,0,http,0,0,2,0,0,0,0,0,0,0,1
scs-network.com,0,0,/kem/aba.html,1,http,0,0,0,0,0,0,0,1,0,0,2
mautic.eto-cms.ru,0,0,/themes/goldstar/mtbonline/newmandt/,1,http,0,0,2,0,0,1,0,1,0,0,1
www.fanciers.com,0,0,/breed-faqs/japanese-bobtail-faq.html,0,http,0,2,2,0,0,0,0,0,0,0,2
seapost.com.ua,0,0,/img/Customerservicetill.htm,0,http,0,2,0,1,0,1,0,1,0,1,1
www.mbr-pwrc.usgs.gov,0,0,/id/framlst/i3980id.html,1,http,0,1,0,1,0,1,0,0,0,0,0
www.furpleasure.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.digitalworld.tv,0,0,/store/sessions/asd654ds8ds45/0242ce5905/login.php,0,http,0,2,1,2,0,2,0,1,0,0,1
miprofe.cl,0,0,/wp-admin/network/rdr/5/,0,http,0,0,0,0,0,1,0,1,0,0,1
siyacom.net,0,0,/listoforderitemsneededforurgentsupply/cgi-bin/fomfix/form/confirm.php,0,http,0,0,1,2,0,2,0,1,0,0,1
www.uvm.edu,0,0,/~police/,0,http,0,0,0,1,0,1,0,0,0,0,0
bioweb.uwlax.edu,0,0,/bio203/s2008/todd_ange/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.nature.org,0,0,/ivorybill/,0,http,0,0,0,0,0,0,0,0,0,0,0
www.uvm.edu,0,0,/~women/,0,http,0,0,0,1,0,1,0,0,0,0,0
en.wikipedia.org,0,0,/wiki/muscicapidae,0,http,0,0,0,2,0,2,0,0,0,0,0
www.worldshaking.net,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
en.wikipedia.org,0,0,/wiki/kakapo,0,http,0,0,0,2,0,2,0,0,0,0,0
carolyneslick.com,0,0,/yah/Yah/T/Y1.html,0,http,0,0,0,1,1,1,0,1,1,0,1
desertsportswear.com,0,0,/bankofamerica.com/0851e47ba18dffc71d7473a5d26ede59/,0,http,0,0,1,0,0,1,0,1,0,0,1
payqal-com-secured.user-recover-id.igg.biz,0,0,/da90b0e6d260ad69c12c7db6333dd256MjI4MTVhM2FjZWJkZmU3ZTJjYjYwNmZhMTAyMjkwYTA=/,1,http,0,2,1,0,0,1,0,1,0,0,2
www.anime-hentai-cartoons.com,0,0,/,1,http,0,0,0,1,1,1,0,0,1,0,1
www.jomjb.com,0,0,/adobeaa/JSK/Adobe/adobeaa/c508d1ed1a9423f3071c338285cc3792/,0,http,0,0,1,0,0,1,0,1,0,0,1
cellusconections.info,0,0,/ule23575/watchts%3Fv%3DVI1awdJBldc/Qbqo-bQpoho/TFHY-J77vmw/index1.php,0,http,0,0,1,1,0,1,0,1,1,0,1
system-internos24hs.com,0,0,/internas/,1,http,0,0,0,1,1,1,0,1,1,0,1
bit.ly,0,0,/2oXbqtJ,0,http,0,0,0,1,0,1,0,1,0,1,0
rajspaces.com,0,0,/EserviceDLAcct/irs/ir/index.html,0,https,0,0,2,1,1,1,0,1,1,0,1
www.gongaga.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
andrewrobertsllc.info,0,0,/adobe/adb/1b87d29e90795df51877cd86cec2538a/index2.htm,0,http,0,0,1,0,0,0,0,1,0,0,1
www.purevisibility.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,2
www.seotechnologies.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.wjjsoft.com,0,0,/,0,http,0,0,0,0,1,0,0,0,0,1,2
besame.com,0,0,/buscador/china/,0,http,0,0,0,0,0,1,0,1,0,0,2
carolyneslick.com,0,0,/chase/Chase_Online.html,0,http,0,0,0,1,1,1,0,1,1,0,1
www.naturia.per.sg,0,0,/buloh/birds/nectarina_calcosthetha.htm,0,http,0,1,2,0,0,1,0,0,0,0,2
centreforcorporatecoaching.com,1,0,/okaposa/engauto189/mailbox/mailbox/,0,http,0,2,1,0,0,1,0,1,0,0,1
www.freeparrots.net,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.sanitaire-express.fr,0,0,/skin/frontend/AdobeVerify/index.html,1,http,0,2,2,0,0,1,0,1,0,0,2
www.kakaporecovery.org.nz,0,0,/,0,http,0,2,0,1,0,1,0,0,0,0,2
tinyurl.com,0,0,/kbtetvp,0,http,0,0,0,0,0,0,0,1,0,1,0
www.angelfire.com,0,0,/journal/coldlemonade/index.html,0,http,0,2,2,0,0,0,0,0,0,0,0
celebrapack.com,0,0,/dhnl/DHL/DHL/,0,http,0,0,0,0,0,1,0,1,0,0,1
robashburn.com,0,0,/gg/ayo1/,0,http,0,0,0,2,0,2,0,1,0,0,1
brimkers.com,0,0,/ausinvcontracts/ms/,0,http,0,0,0,1,1,1,0,1,1,0,1
petektemizleme.biz.tr,0,0,/index.php,0,http,0,2,0,1,1,1,0,1,0,0,1
learn.uvm.edu,0,0,/focus/,0,http,0,0,0,1,0,1,0,0,0,0,0
goo.gl,0,0,/JVVHeA,0,https,0,0,0,1,0,1,0,1,0,1,0
www.skytel.lk,0,0,/bofa/home/login.php,0,http,0,2,0,1,1,1,0,1,0,0,2
www.gobuilders.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,2
www.lexasoftware.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
13453765871837679316.googlegroups.com,0,0,/attach/5ed5d019a6363180/docfile..htm,0,http,0,1,1,2,0,2,0,1,0,0,0
ni1232966-3.web20.nitrado.hosting,0,0,/finance/fnce/,1,http,0,2,2,1,1,1,0,1,0,0,2
lambabajunior.com,0,0,/gaz/Googledrt1/login.php,0,http,0,0,0,1,1,1,0,1,1,0,1
www.pollensoftware.com,0,0,/task-o-matic/,0,http,0,0,0,2,0,2,0,0,0,0,1
loogin-facebook-settinggst.esy.es,0,0,/confirmations/,1,http,0,0,2,1,1,1,0,1,1,0,1
citypaper.net,0,0,/articles/091699/mus.stan.shtml,0,http,0,2,0,0,0,1,0,0,0,0,1
posmogo.com,0,0,/securee.php,0,http,0,0,0,2,0,1,0,1,0,0,2
attxn.net,0,0,/m/cprodx.att.net/commonLogin/igate_edam/controller.html,0,http,0,1,2,0,0,1,0,1,1,0,1
garrisoncontracting.ca,0,0,/wp-content/gallery/doors/ele/,0,http,0,0,2,0,0,1,0,1,0,0,1
ornamentmania.com,0,0,/shell/gdoc-secure/gtex/,0,http,0,0,0,0,0,0,0,1,0,0,1
hb.redllink.com,0,0,/.ars/empresas/login.htm,0,http,0,1,0,1,1,1,0,1,1,0,1
www.hentai-games.com,0,0,/,1,http,0,0,0,0,0,1,0,0,0,0,1
www.raisemyrank.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.inhomecareidaho.com,0,0,/wp-includes/news/dropbaka/07b4089c45eabdd3349d4d8ba473301a/pindex.php,0,http,0,2,1,0,0,1,0,1,0,0,1
www.yaoiluvr.net,0,0,,0,http,0,0,0,1,1,1,0,0,1,0,1
www.nzbirds.com,0,0,/birds/kea.html,0,http,0,2,0,0,0,0,0,0,0,0,2
abcroadandlockassistance.com,0,0,/IWA/GD/,0,http,0,0,0,1,1,1,0,1,1,0,1
www.fancyfluff.i8.com,0,0,,0,http,0,2,0,0,0,1,0,0,0,0,1
www.angelfire.com,0,0,/il3/jakoi/,0,http,0,0,0,0,0,0,0,0,0,0,0
jovan.soldatovic.org,0,0,/css/google-manual/a3b6313fcfae89f8e394f9198ade566c/,0,http,0,0,1,0,0,1,0,1,0,0,1
desearch.co.uk,0,0,/plugins/captcha/recaptcha/hmrc/revenue/,0,http,0,0,2,0,0,0,0,1,0,0,1
133.130.103.10,0,1,/7/SIIBC/siwinCtrl.php,0,http,0,1,0,1,0,1,0,1,0,0,1
lambabajunior.com,0,0,/gman/Googledrt1/,0,http,0,0,0,1,1,1,0,1,1,0,1
www.jasonmeador.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
academica.pt,0,0,/U/mail.htm,0,http,0,0,1,1,1,1,0,1,0,0,2
www.sicredisic.com.br,0,0,,0,http,0,2,0,1,0,1,0,1,1,0,1
www.bestlight.gr,0,0,/skin/frontend/default/modern/images/media/index.php,0,http,0,2,2,1,0,1,0,1,0,0,1
loogin-facebook-safety.esy.es,0,0,/confirmation/,1,http,0,0,0,1,1,1,0,1,1,0,1
us.imdb.com,0,0,/name/nm0267724/,0,http,0,0,0,2,0,2,0,0,0,0,0
hormontant.se,0,0,/wp-includes/css/picuter/www.pnc/page/verification/online/1/index.html,0,http,0,2,1,0,0,1,0,1,0,0,1
ardobiejewska.pl,0,0,/libraries/phputf8/mbstring/adb/nix.html,0,http,0,0,2,0,0,1,0,1,0,0,2
www.wingscc.com,0,0,/aps/poicep.htm,0,http,0,2,0,0,0,1,0,0,0,0,2
consultafgts.esy.es,0,0,/home,0,http,0,0,0,1,1,1,0,1,1,0,1
www.uvm.edu,0,0,/~ccpuvm/,0,http,0,0,0,1,0,1,0,0,0,0,0
miprofe.cl,0,0,/wp-admin/network/rdr/4/,0,http,0,0,0,0,0,1,0,1,0,0,1
segurana.my-free.website,0,0,/,1,http,0,0,0,1,1,1,1,1,1,0,2
confifsk.sumdu.edu.ua,0,0,/images/fra/fraaa/fraaaaa/index.php,0,http,0,1,2,1,0,1,0,1,0,0,0
samaalreem.com,0,0,/pedrodoc/index.html,0,https,0,0,0,0,0,1,0,1,0,0,1
prayogispl.in,0,0,/elisnow/ymail.html,0,http,0,0,0,1,1,1,0,1,1,0,1
www.manningproductions.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.uvm.edu,0,0,/~envnr/sal/,0,http,0,0,0,1,0,1,0,0,0,0,0
asesoresvelfit.com,0,0,/media/cms/datacredito.co/,0,http,0,0,0,0,0,1,0,1,0,1,1
ms-0ffice365supportplanquota.us.com0203499083934.elegantvapour.co.uk,0,0,/0-009021--0203499083934.l3992389100283901233232400349902132443940090132/hotmail.login/client_id=00000002-0000-0ff1-ce00-000000000000&amp;/000-pc.domain/officelogin1.html,1,http,0,1,1,0,0,1,0,1,1,0,2
optimization.asu.edu,0,0,/~xue/,0,http,0,0,0,1,0,1,0,0,0,0,0
assasasauysuysauysaysayasa.blogspot.com,0,0,/,0,http,0,0,0,1,1,1,0,1,0,1,1
www.nzbirds.com,0,0,/birds/kakarikiyellow.html,0,http,0,2,0,0,0,0,0,0,0,0,2
www.dawsbutler.com,0,0,/freberg.htm,0,http,0,2,0,0,0,0,0,0,0,0,2
en.wikipedia.org,0,0,/wiki/pycnonotidae,0,http,0,0,0,2,0,2,0,0,0,0,0
www.uvm.edu,0,0,/~legal,0,http,0,0,0,1,0,1,0,0,0,0,0
importradee.com,0,0,/ju/abvto/,0,http,0,0,0,0,0,1,0,1,0,0,1
www.denverresearch.com,0,0,/pim/home.shtml,0,http,0,2,0,0,0,0,0,0,0,0,2
www.hiclock.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,1
www.angelicsoftware.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
universitycommunications.uvm.edu,0,0,/tour/,0,http,0,0,2,1,0,1,0,0,0,0,0
www.antiquehostel.ro,0,0,/logs/sxxs/dda6e20944a66809a09f4c577a882cac/verification/verification.php,0,http,0,2,1,1,0,1,0,1,0,0,1
www.uvm.edu,0,0,/~purcard/,0,http,0,0,0,1,0,1,0,0,0,0,0
adpportal.hol.es,0,0,/adp.payrollchanges/,0,http,0,2,0,1,1,1,0,1,1,0,1
www.siteblaster.co.uk,0,0,/,0,http,0,2,0,1,1,1,0,0,1,0,1
sol-manager.fr,0,0,/raiffeisien/ebanking/login.php,1,http,0,0,0,1,1,1,0,1,1,0,1
service-info-dk.hol.es,0,0,/facebook-confirmation,1,http,0,0,0,1,1,1,0,1,1,0,1
www.accelvideo.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
www.searchmar.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
